track_name,lyrics,artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
gold rush,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,3Dby3p1m6IOZn2gIIqECgK,https://api.spotify.com/v1/audio-analysis/3Dby3p1m6IOZn2gIIqECgK,4,,,1,185320,TRUE,https://api.spotify.com/v1/tracks/3Dby3p1m6IOZn2gIIqECgK,FALSE,NA,3,track,spotify:track:3Dby3p1m6IOZn2gIIqECgK,https://open.spotify.com/track/3Dby3p1m6IOZn2gIIqECgK,evermore (deluxe version),A,major,A major
‘tis the damn season,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-5,0.105,0.348,145.916,6sQckd3Z8NPxVVKUnavY1F,https://api.spotify.com/v1/audio-analysis/6sQckd3Z8NPxVVKUnavY1F,4,,,1,229840,FALSE,https://api.spotify.com/v1/tracks/6sQckd3Z8NPxVVKUnavY1F,FALSE,NA,4,track,spotify:track:6sQckd3Z8NPxVVKUnavY1F,https://open.spotify.com/track/6sQckd3Z8NPxVVKUnavY1F,evermore (deluxe version),F,major,F major
tolerate it,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-5,0.0797,0.221,74.952,6lCvK2AR2uOKkVFCVlAzzm,https://api.spotify.com/v1/audio-analysis/6lCvK2AR2uOKkVFCVlAzzm,5,,,1,245440,TRUE,https://api.spotify.com/v1/tracks/6lCvK2AR2uOKkVFCVlAzzm,FALSE,NA,5,track,spotify:track:6lCvK2AR2uOKkVFCVlAzzm,https://open.spotify.com/track/6lCvK2AR2uOKkVFCVlAzzm,evermore (deluxe version),A,major,A major
"no body, no crime (feat. HAIM)",NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,6uwfVkaOM1mcMkFmSn35ix,https://api.spotify.com/v1/audio-analysis/6uwfVkaOM1mcMkFmSn35ix,4,,,1,215626,FALSE,https://api.spotify.com/v1/tracks/6uwfVkaOM1mcMkFmSn35ix,FALSE,NA,6,track,spotify:track:6uwfVkaOM1mcMkFmSn35ix,https://open.spotify.com/track/6uwfVkaOM1mcMkFmSn35ix,evermore (deluxe version),G,minor,G minor
happiness,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,55Vf4bimc1Rtfg0PAQRAo2,https://api.spotify.com/v1/audio-analysis/55Vf4bimc1Rtfg0PAQRAo2,4,,,1,315146,TRUE,https://api.spotify.com/v1/tracks/55Vf4bimc1Rtfg0PAQRAo2,FALSE,NA,7,track,spotify:track:55Vf4bimc1Rtfg0PAQRAo2,https://open.spotify.com/track/55Vf4bimc1Rtfg0PAQRAo2,evermore (deluxe version),B,major,B major
dorothea,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,66tOfHVH3aUrscg8vExRV4,https://api.spotify.com/v1/audio-analysis/66tOfHVH3aUrscg8vExRV4,4,,,1,225880,FALSE,https://api.spotify.com/v1/tracks/66tOfHVH3aUrscg8vExRV4,FALSE,NA,8,track,spotify:track:66tOfHVH3aUrscg8vExRV4,https://open.spotify.com/track/66tOfHVH3aUrscg8vExRV4,evermore (deluxe version),E,major,E major
coney island (feat. The National),NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.537,0.537,8,-11.266,1,0.0617,0.819,9.04e-4,0.142,0.292,107.895,2awNGIJHodfLZSClB3PYhz,https://api.spotify.com/v1/audio-analysis/2awNGIJHodfLZSClB3PYhz,4,,,1,275320,FALSE,https://api.spotify.com/v1/tracks/2awNGIJHodfLZSClB3PYhz,FALSE,NA,9,track,spotify:track:2awNGIJHodfLZSClB3PYhz,https://open.spotify.com/track/2awNGIJHodfLZSClB3PYhz,evermore (deluxe version),G#,major,G# major
ivy,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-5,0.0921,0.535,88.856,43Ykum9T72UOPhBN31grpN,https://api.spotify.com/v1/audio-analysis/43Ykum9T72UOPhBN31grpN,4,,,1,260440,TRUE,https://api.spotify.com/v1/tracks/43Ykum9T72UOPhBN31grpN,FALSE,NA,10,track,spotify:track:43Ykum9T72UOPhBN31grpN,https://open.spotify.com/track/43Ykum9T72UOPhBN31grpN,evermore (deluxe version),D,major,D major
cowboy like me,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.604,0.517,0,-9.014,1,0.0347,0.768,1.55e-4,0.123,0.511,127.967,52OkpDsU6MmPx1AwGOb6Ap,https://api.spotify.com/v1/audio-analysis/52OkpDsU6MmPx1AwGOb6Ap,4,,,1,275040,TRUE,https://api.spotify.com/v1/tracks/52OkpDsU6MmPx1AwGOb6Ap,FALSE,NA,11,track,spotify:track:52OkpDsU6MmPx1AwGOb6Ap,https://open.spotify.com/track/52OkpDsU6MmPx1AwGOb6Ap,evermore (deluxe version),C,major,C major
long story short,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,5VYWxXUpxuxEmCqMLDqICo,https://api.spotify.com/v1/audio-analysis/5VYWxXUpxuxEmCqMLDqICo,4,,,1,215920,FALSE,https://api.spotify.com/v1/tracks/5VYWxXUpxuxEmCqMLDqICo,FALSE,NA,12,track,spotify:track:5VYWxXUpxuxEmCqMLDqICo,https://open.spotify.com/track/5VYWxXUpxuxEmCqMLDqICo,evermore (deluxe version),C,major,C major
marjorie,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.535,0.561,5,-11.609,1,0.0484,0.876,1.36e-4,0.115,0.287,96.103,5uICWmZTLkpEVbK22PBP6e,https://api.spotify.com/v1/audio-analysis/5uICWmZTLkpEVbK22PBP6e,4,,,1,257773,FALSE,https://api.spotify.com/v1/tracks/5uICWmZTLkpEVbK22PBP6e,FALSE,NA,13,track,spotify:track:5uICWmZTLkpEVbK22PBP6e,https://open.spotify.com/track/5uICWmZTLkpEVbK22PBP6e,evermore (deluxe version),F,major,F major
closure,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-6,0.134,0.92,151.884,6a8aUhYbaQBUI8PcJ5ZmQ6,https://api.spotify.com/v1/audio-analysis/6a8aUhYbaQBUI8PcJ5ZmQ6,5,,,1,180653,FALSE,https://api.spotify.com/v1/tracks/6a8aUhYbaQBUI8PcJ5ZmQ6,FALSE,NA,14,track,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6,https://open.spotify.com/track/6a8aUhYbaQBUI8PcJ5ZmQ6,evermore (deluxe version),A,major,A major
evermore (feat. Bon Iver),NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,6Wlq9rqkxrqj5Kls4Kw14H,https://api.spotify.com/v1/audio-analysis/6Wlq9rqkxrqj5Kls4Kw14H,5,,,1,304106,FALSE,https://api.spotify.com/v1/tracks/6Wlq9rqkxrqj5Kls4Kw14H,FALSE,NA,15,track,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H,https://open.spotify.com/track/6Wlq9rqkxrqj5Kls4Kw14H,evermore (deluxe version),C#,major,C# major
right where you left me - bonus track,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.581,0.619,10,-6.524,1,0.0282,0.769,1.06e-4,0.117,0.645,137.915,3zwMVvkBe2qIKDObWgXw4N,https://api.spotify.com/v1/audio-analysis/3zwMVvkBe2qIKDObWgXw4N,4,,,1,245026,FALSE,https://api.spotify.com/v1/tracks/3zwMVvkBe2qIKDObWgXw4N,FALSE,NA,16,track,spotify:track:3zwMVvkBe2qIKDObWgXw4N,https://open.spotify.com/track/3zwMVvkBe2qIKDObWgXw4N,evermore (deluxe version),A#,major,A# major
it’s time to go - bonus track,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6AORtDjduMM3bupSWzbTSG,album,,2021-01-07,2021,day,0.592,0.41,0,-12.426,1,0.0397,0.801,1.39e-5,0.09,0.416,151.923,1kdWw77ZpYOkhxeuhzU1j6,https://api.spotify.com/v1/audio-analysis/1kdWw77ZpYOkhxeuhzU1j6,4,,,1,254640,FALSE,https://api.spotify.com/v1/tracks/1kdWw77ZpYOkhxeuhzU1j6,FALSE,NA,17,track,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,https://open.spotify.com/track/1kdWw77ZpYOkhxeuhzU1j6,evermore (deluxe version),C,major,C major
the 1,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.78,0.361,0,-6.942,1,0.048,0.75,7.14e-6,0.108,0.163,139.902,4pfrrhvplbJZAIsfosGWQP,https://api.spotify.com/v1/audio-analysis/4pfrrhvplbJZAIsfosGWQP,4,,,1,210240,TRUE,https://api.spotify.com/v1/tracks/4pfrrhvplbJZAIsfosGWQP,FALSE,NA,1,track,spotify:track:4pfrrhvplbJZAIsfosGWQP,https://open.spotify.com/track/4pfrrhvplbJZAIsfosGWQP,folklore (deluxe version),C,major,C major
cardigan,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.612,0.58,0,-8.572,0,0.0419,0.525,4.14e-4,0.26,0.534,130.045,0KRYCBwIpWYFNrXOmXbyUh,https://api.spotify.com/v1/audio-analysis/0KRYCBwIpWYFNrXOmXbyUh,4,,,1,239560,FALSE,https://api.spotify.com/v1/tracks/0KRYCBwIpWYFNrXOmXbyUh,FALSE,NA,2,track,spotify:track:0KRYCBwIpWYFNrXOmXbyUh,https://open.spotify.com/track/0KRYCBwIpWYFNrXOmXbyUh,folklore (deluxe version),C,minor,C minor
the last great american dynasty,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.688,0.653,7,-8.558,1,0.0403,0.481,0.00414,0.106,0.701,147.991,2olxzvoFI9IpxqFeUv7WOX,https://api.spotify.com/v1/audio-analysis/2olxzvoFI9IpxqFeUv7WOX,4,,,1,231000,TRUE,https://api.spotify.com/v1/tracks/2olxzvoFI9IpxqFeUv7WOX,FALSE,NA,3,track,spotify:track:2olxzvoFI9IpxqFeUv7WOX,https://open.spotify.com/track/2olxzvoFI9IpxqFeUv7WOX,folklore (deluxe version),G,major,G major
exile (feat. Bon Iver),NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.31,0.374,6,-8.464,1,0.0275,0.761,2.46e-5,0.11,0.16,75.938,5S4aYQAJOwJMAamANWlICO,https://api.spotify.com/v1/audio-analysis/5S4aYQAJOwJMAamANWlICO,4,,,1,285640,FALSE,https://api.spotify.com/v1/tracks/5S4aYQAJOwJMAamANWlICO,FALSE,NA,4,track,spotify:track:5S4aYQAJOwJMAamANWlICO,https://open.spotify.com/track/5S4aYQAJOwJMAamANWlICO,folklore (deluxe version),F#,major,F# major
my tears ricochet,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.456,0.265,0,-10.663,1,0.0328,0.814,0,0.0679,0.112,129.947,5P2bHCDM2tsgIaYWsZMhu5,https://api.spotify.com/v1/audio-analysis/5P2bHCDM2tsgIaYWsZMhu5,4,,,1,255893,FALSE,https://api.spotify.com/v1/tracks/5P2bHCDM2tsgIaYWsZMhu5,FALSE,NA,5,track,spotify:track:5P2bHCDM2tsgIaYWsZMhu5,https://open.spotify.com/track/5P2bHCDM2tsgIaYWsZMhu5,folklore (deluxe version),C,major,C major
mirrorball,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.549,0.417,7,-10.064,1,0.035,0.686,1.9e-6,0.0604,0.347,110.137,2I8YAEA1VmCuP1wkJHMpTw,https://api.spotify.com/v1/audio-analysis/2I8YAEA1VmCuP1wkJHMpTw,4,,,1,208973,FALSE,https://api.spotify.com/v1/tracks/2I8YAEA1VmCuP1wkJHMpTw,FALSE,NA,6,track,spotify:track:2I8YAEA1VmCuP1wkJHMpTw,https://open.spotify.com/track/2I8YAEA1VmCuP1wkJHMpTw,folklore (deluxe version),G,major,G major
seven,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.602,0.494,4,-10.813,1,0.0277,0.888,2.59e-5,0.0902,0.374,94.955,76mOLcXOjOEhyY4mMF1l3r,https://api.spotify.com/v1/audio-analysis/76mOLcXOjOEhyY4mMF1l3r,4,,,1,208906,FALSE,https://api.spotify.com/v1/tracks/76mOLcXOjOEhyY4mMF1l3r,FALSE,NA,7,track,spotify:track:76mOLcXOjOEhyY4mMF1l3r,https://open.spotify.com/track/76mOLcXOjOEhyY4mMF1l3r,folklore (deluxe version),E,major,E major
august,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.387,0.634,5,-9.222,1,0.0363,0.553,6.93e-5,0.0931,0.42,89.567,6nK2pIKFcRc5frrZKHgsiT,https://api.spotify.com/v1/audio-analysis/6nK2pIKFcRc5frrZKHgsiT,4,,,1,261920,FALSE,https://api.spotify.com/v1/tracks/6nK2pIKFcRc5frrZKHgsiT,FALSE,NA,8,track,spotify:track:6nK2pIKFcRc5frrZKHgsiT,https://open.spotify.com/track/6nK2pIKFcRc5frrZKHgsiT,folklore (deluxe version),F,major,F major
this is me trying,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.511,0.478,9,-9.837,1,0.0322,0.312,2.3e-5,0.147,0.408,135.882,7cm50Lw03k6VvRauJtkyTj,https://api.spotify.com/v1/audio-analysis/7cm50Lw03k6VvRauJtkyTj,4,,,1,195106,FALSE,https://api.spotify.com/v1/tracks/7cm50Lw03k6VvRauJtkyTj,FALSE,NA,9,track,spotify:track:7cm50Lw03k6VvRauJtkyTj,https://open.spotify.com/track/7cm50Lw03k6VvRauJtkyTj,folklore (deluxe version),A,major,A major
illicit affairs,NA,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1pzvBxYgT6OVwJLtHkrdQK,album,,2020-08-18,2020,day,0.529,0.304,10,-10.567,1,0.0356,0.862,0,0.108,0.44,119.58,6DrLROM5MG9bxWHeEG5elq,https://api.spotify.com/v1/audio-analysis/6DrLROM5MG9bxWHeEG5elq,4,,,1,190893,FALSE,https://api.spotify.com/v1/tracks/6DrLROM5MG9bxWHeEG5elq,FALSE,NA,10,track,spotify:track:6DrLROM5MG9bxWHeEG5elq,https://open.spotify.com/track/6DrLROM5MG9bxWHeEG5elq,folklore (deluxe version),A#,major,A# major
